id,revenue,gas_fee_base_raw,profit
10793,20636257,19221324,1414933
10794,66379537,56316161,10063376
10795,28985545,27480965,1504580
6820,10541853,10151661,390192
5285,0,11977830,-11977830
5286,0,11977830,-11977830
2884,21586516,20464830,1121686
10796,33407140,30627717,2779423
10797,6980140,6617823,362317
10798,9425968,8936692,489276
5287,0,8686128,-8686128
5974,21158128,19732915,1425213
7244,27451751,26025764,1425987
2885,15967199,14500405,1466794
2886,15096183,14554640,541543
5288,0,24409169,-24409169
10799,23780359,22593187,1187172
10800,34590547,32796709,1793838
5390,112962257,16477846,96484411
10801,13383619,13073986,309633
7968,21860111,20726324,1133787
8573,15460529,14562460,898069
10802,162647985,154603134,8044851
5289,0,18160074,-18160074
5290,0,28453487,-28453487
10803,71911952,66520650,5391302
5291,0,65349069,-65349069
5292,0,65349069,-65349069
2887,30142481,27097594,3044887
7969,31253921,29678138,1575783
5391,21493758,14996613,6497145
6365,30097435,24791640,5305795
10804,15995188,15185707,809481
6330,17924981,16745507,1179474
4318,18478980,17466448,1012532
7245,14411315,14094501,316814
2888,1447701474,1372471824,75229650
2889,108996039,103745015,5251024
10805,38973630,36644883,2328747
5392,26003345,22833918,3169427
2890,50736643,47278316,3458327
5293,0,12471556,-12471556
7246,7463479,6968736,494743
4319,25595251,20640555,4954696
7247,33531770,31148967,2382803
10806,34868058,32609338,2258720
2891,21592153,16912840,4679313
2892,17656888,16570199,1086689
4320,14296529,13364718,931811
10807,35500152,33675888,1824264
5393,241296509,10326432,230970077
10808,20212901,19277987,934914
5394,23425671,14754015,8671656
7248,11098830,10383493,715337
8574,25854745,24026078,1828667
5667,180720323,171569955,9150368
5668,10861169,10437441,423728
10809,15607797,14876930,730867
4321,14794885,13942141,852744
10810,10100572,9568921,531651
5395,17442832,14091440,3351392
10811,68858036,7341682,61516354
10812,16543111,15710189,832922
2893,10642273,10103143,539130
10813,16204606,15397942,806664
5396,33608806,26923786,6685020
10814,19258848,17373806,1885042
2894,6488390,6043177,445213
10815,78843863,74127698,4716165
8575,29057040,24338669,4718371
8576,0,5594630,-5594630
8577,0,6334553,-6334553
8578,59352063,56337354,3014709
8579,28552651,27090868,1461783
2895,78414591,73809169,4605422
5397,21096641,8930268,12166373
2896,21580535,20440453,1140082
8580,26228935,24704303,1524632
10816,17445821,16823210,622611
10817,26141402,24880048,1261354
10818,8773800,7237585,1536215
8581,46135872,42507949,3627923
10819,11918396,11400407,517989
8582,18469285,17545059,924226
8583,26496314,25229806,1266508
8584,18353246,17434223,919023
10820,17484585,16637700,846885
2897,19171941,16969203,2202738
6494,40152943,39992397,160546
10821,58368541,53598407,4770134
2898,19338446,19079968,258478
10822,67388454,62961397,4427057
10823,17899862,16440675,1459187
10824,22077295,21673945,403350
5669,128544096,122088902,6455194
5670,92425513,87614196,4811317
5671,56984117,54146703,2837414
5672,48683488,46208393,2475095
5673,45312749,43186364,2126385
8585,61171809,56668404,4503405
5674,53939881,51339499,2600382
5675,32156391,29972376,2184015
10825,77272507,71843736,5428771
5676,31697275,30173157,1524118
5677,56520962,46569067,9951895
5678,43180859,41278519,1902340
10826,17464336,16553615,910721
6821,20338775,20203990,134785
5679,56620174,53837157,2783017
5680,45974596,43798959,2175637
5681,56431025,53683660,2747365
5398,26921135,23791424,3129711
10827,17772559,16632292,1140267
10828,13330593,12850639,479954
10829,12461751,11946593,515158
7249,9260842,8331566,929276
2899,14989934,14314745,675189
2900,34404893,32806869,1598024
10830,23547725,22400503,1147222
2901,37546325,35089682,2456643
7250,23262226,21987179,1275047
10831,10231538,9927845,303693
7251,13012676,12298380,714296
2902,16486681,15580889,905792
10832,12882278,12249644,632634
2903,169631776,160643560,8988216
10833,100622848,94860188,5762660
12774,19108290,18196257,912033
2904,21387597,17656554,3731043
2905,31767042,30020484,1746558
2906,20904407,18390243,2514164
5399,104958991,91740260,13218731
2907,48815513,46811921,2003592
8586,23487736,22489636,998100
10834,98296889,86510193,11786696
10835,48338210,45802620,2535590
2908,123441653,92820458,30621195
5295,0,19851475,-19851475
7970,15803231,15325635,477596
12775,10308748,10844428,-535680
5975,111786016,106075549,5710467
12956,35072799,129200854,-94128055
7252,12204713,11887697,317016
4322,20494067,19529420,964647
5400,54031114,41026901,13004213
5401,39516983,30574234,8942749
2909,93861104,88582198,5278906
2910,361315712,341703988,19611724
5296,0,3783721732,-3783721732
2911,7209978,7046135,163843
2912,7200919,7030095,170824
4323,29175321,15012777,14162544
4324,12696820,12405074,291746
2913,82273852,80504465,1769387
2914,75177624,73450194,1727430
2915,12318236,12000131,318105
13240,0,24356206,-24356206
4670,58214704,53576272,4638432
4671,46632308,16692498,29939810
4672,57832236,54041409,3790827
13401,326479006,95507465,230971541
4673,3730598656,3377334566,353264090
2916,9957991,9729179,228812
5682,17579012,17992283,-413271
5348,0,25207476,-25207476
5349,0,27248117,-27248117
5350,0,27248117,-27248117
2917,14777254,14030020,747234
2918,64499851,63017776,1482075
2919,99177184,5405758,93771426
2920,13534734,13223734,311000
10836,8174403,8596479,-422076
2921,14890448,14548297,342151
2922,59598616,58229161,1369455
6739,5388647,15659394,-10270747
6740,6021554,5883192,138362
6741,5649022,5519220,129802
2923,6236240,6092945,143295
2924,6800060,6643810,156250
2925,33067418,32307597,759821
10837,15577343,15219408,357935
5351,6522290485,50034847,6472255638
5352,6522290485,50034847,6472255638
5353,6522290485,50034847,6472255638
5354,6522290485,50034847,6472255638
5355,6522290485,50034847,6472255638
5356,6522290485,50034847,6472255638
5357,6522290485,50034847,6472255638
5358,6522290485,50034847,6472255638
7253,6595584,6444032,151552
5976,24109709,23555719,553990
2926,889684480,4924818,884759662
2927,6961082,15426900,-8465818
10838,30510625,29809553,701072
2928,12131035,11852290,278745
10839,30792189,30084648,707541
2929,481345696,455037146,26308550
10840,31216217,155612054,-124395837
5359,0,26326033,-26326033
5360,0,22583956,-22583956
5361,0,41758196,-41758196
5362,0,41758196,-41758196
2930,64965771,61025050,3940721
8587,33889956,34001124,-111168
10841,13035101,30052898,-17017797
2931,17599544,16482857,1116687
2932,15698430,12371160,3327270
10842,32285049,31543205,741844
7254,10686192,10491780,194412
2933,34124076,32243224,1880852
2934,58073922,54253877,3820045
2935,60909823,55598891,5310932
10843,30723988,30311100,412888
10844,30896511,29962204,934307
10845,30583629,29880880,702749
7255,49805195,48995461,809734
2936,72086811,67738424,4348387
2937,13771819,13455372,316447
10846,27958685,26095546,1863139
5363,0,22946093,-22946093
5364,0,22946093,-22946093
2938,64761221,61453335,3307886
4949,49097587,185063574,-135965987
5683,12471562,133770266,-121298704
5365,0,23862306,-23862306
5366,0,23862306,-23862306
2939,718835144,12638453,706196691
10847,156616970,153048861,3568109
5684,17949727,17216352,733375
2940,15419888,15065572,354316
7256,6521302,21572157,-15050855
10848,29714798,29032013,682785
5402,43280527,40419527,2861000
5403,64522294,56491561,8030733
5977,13506697,94883213,-81376516
6822,32382088,32423916,-41828
10849,8126057,97498217,-89372160
8588,93285748,194336274,-101050526
12776,12104973,11819822,285151
5685,51465299,50282731,1182568
2941,28537250,27938540,598710
5404,25547038,23201414,2345624
2942,10322094,10105538,216556
2943,32842068,32353758,488310
10850,29117843,92776689,-63658846
10851,95812066,87719608,8092458
10852,9521085,9352584,168501
7257,13288237,13009451,278786
5405,18972610,16691898,2280712
10853,24462840,61595449,-37132609
10854,656963399,643630985,13332414
7258,26923332,79518926,-52595594
7259,62888647,62015079,873568
10855,38548012,29758536,8789476
10856,155899985,153546130,2353855
2944,8484756,34015705,-25530949
10857,18527672,18244283,283389
10858,28306794,213895711,-185588917
5978,44352932,43674533,678399
10859,21046395,20724481,321914
10860,27648613,49779790,-22131177
10861,13020871,12821679,199192
2945,17288184,16666086,622098
2946,7284621,17348583,-10063962
2947,26801695,156172613,-129370918
6366,43978495,43465103,513392
6367,16345323,15698582,646741
4977,5966698,63289248,-57322550
7260,53318012,50680240,2637772
7971,13300187,13096756,203431
5979,28630670,28192751,437919
7261,26635733,46131500,-19495767
5367,679308794,9142570,670166224
10862,54647191,53925838,721353
5406,76237957,181093980,-104856023
5407,30681103,22259858,8421245
5408,37731185,33373068,4358117
5409,56867771,156326754,-99458983
5410,45787514,99122628,-53335114
5411,18835356,14673412,4161944
4978,69961665,68905350,1056315
5412,158696108,148413566,10282542
5413,45686591,120508771,-74822180
5414,425928152,162684086,263244066
10863,71960742,68546989,3413753
2948,137162435,135091490,2070945
5415,654031534,454238714,199792820
2949,90851459,93953661,-3102202
5416,720709753,674996050,45713703
5417,415253809,273139181,142114628
5418,364206342,340636916,23569426
5419,105865298,93129485,12735813
4979,1006145280,857494266,148651014
4980,398672895,365394595,33278300
5420,103462325,94842182,8620143
5980,170898671,170107863,790808
5981,75067312,73933910,1133402
5982,26974391,62520750,-35546359
5421,1364780554,125600728,1239179826
4981,385545619,409685717,-24140098
5983,496499570,521696631,-25197061
5984,470004469,132976344,337028125
4982,362255520,384634315,-22378795
5368,287756814,304528691,-16771877
4983,121869056,116302321,5566735
4984,355905488,121120425,234785063
4985,107659816,117383676,-9723860
4986,929992698,6533722686,-5603729988
5369,621202346,2358287041,-1737084695
5422,290476877,270614983,19861894
5370,244222081,2267461050,-2023238969
5423,272844305,65544694,207299611
4987,116043328,110767783,5275545
4988,10373590203,9471087855,902502348
4989,47792530,46161392,1631138
5424,47816941,45260296,2556645
4990,1299693056,35912324,1263780732
4991,79659641,75215404,4444237
4992,243454785,234958213,8496572
4993,638380288,580124546,58255742
4994,578937935,43136353,535801582
5425,38520915,36088353,2432562
4995,452095190,41100304,410994886
5426,132438972,75973273,56465699
4996,1592480572,24642546,1567838026
5427,152835531,27749079,125086452
4997,0,39134472,-39134472
4998,32667594,309960610,-277293016
4999,84198416,19475920,64722496
5428,46884470,37285258,9599212
5371,72827880644,86922526,72740958118
5000,257126157,223276696,33849461
5001,251605368,217912670,33692698
5985,105500236,103813816,1686420
5002,615213037,19452830,595760207
5003,48534173,481451195,-432917022
10864,18180472,17902394,278078
5004,1328232,125459787,-124131555
5429,115718903,18254837,97464066
5430,53951428,17048237,36903191
5986,50916496,47854489,3062007
5987,17957490,16985846,971644
5988,15540376,14990663,549713
10865,11019085,10714797,304288
5005,272007278,16225102,255782176
13250,21109772,40309902,-19200130
13331,15003235,144037050,-129033815
4674,32975979,35055764,-2079785
13364,18978103,123074191,-104096088
2950,83897424,78860752,5036672
2951,90195904,4981696,85214208
2952,179592304,175615204,3977100
2953,6982743,21787221,-14804478
2954,93328176,88214132,5114044
2955,615292887,14871124,600421763
2956,139386400,128478983,10907417
2957,9912421,9811525,100896
2958,2190373,12402342,-10211969
5006,38690600,8207097,30483503
5007,0,130659952,-130659952
5008,50229386,186824229,-136594843
2959,43606290,39795597,3810693
5431,71009250,57813842,13195408
5432,49621210,41017620,8603590
10866,18107424,17883260,224164
5433,180854173,168322845,12531328
5434,38620298,177837249,-139216951
10867,18281889,17232792,1049097
5435,35258999,85977913,-50718914
10868,16018995,15253356,765639
10869,61644769,60475915,1168854
5009,20459039,19155830,1303209
10870,6145392,6077142,68250
5436,21198433,11656148,9542285
2960,438041423,23189723,414851700
5437,22900089,136328532,-113428443
8589,24220763,22580158,1640605
10871,52834914,48804776,4030138
5438,71382050,64059254,7322796
10872,81635253,80383835,1251418
5439,17264392,14786935,2477457
2961,69298064,63866292,5431772
2962,34554146,32983352,1570794
5440,110972070,86408966,24563104
7972,35478783,51567349,-16088566
2963,312253504,284188419,28065085
2964,35356626,34793016,563610
2965,16261874,31857119,-15595245
2966,16261874,31857119,-15595245
5441,134966625,113839731,21126894
2967,91396652,89670851,1725801
5442,33630365,86124218,-52493853
10873,18165011,17819889,345122
5443,18593510,14555832,4037678
5010,12657552,31446377,-18788825
5470,0,20716205,-20716205
5471,0,20716205,-20716205
5444,93280220,46987557,46292663
5445,26769876,26969249,-199373
7262,11320986,31649829,-20328843
5446,16253666,120222747,-103969081
2968,9272548,9078768,193780
2969,33849030,32880721,968309
2970,181331682,165688174,15643508
2971,322411998,293058394,29353604
7263,12248996,116841439,-104592443
10874,20835585,20472383,363202
7973,9965389,9812965,152424
2972,18658140,17497582,1160558
5447,27562966,23106462,4456504
5448,10425740,8592043,1833697
10875,21561717,21224459,337258
10876,18782026,17748485,1033541
7264,12296463,145010717,-132714254
10877,13197611,48037071,-34839460
10878,161632660,147385705,14246955
10879,9562146,9369147,192999
10880,6101433,6008110,93323
5449,22559397,47020248,-24460851
4325,20320131,14761562,5558569
4326,5410423,5340483,69940
10881,11881394,11716821,164573
7152,8390368,8985613,-595245
2973,277566047,262721431,14844616
10882,7954272,7844426,109846
7265,10725093,19743662,-9018569
7974,24206958,36315088,-12108130
5335,9878346,9727253,151093
5011,8066597,39159395,-31092798
5012,8066597,39159395,-31092798
5013,8066597,39159395,-31092798
5014,8066597,39159395,-31092798
10883,26027066,25628970,398096
2974,48058464,6695720,41362744
5450,18799443,16492613,2306830
2975,695923812,504022016,191901796
2976,695923812,504022016,191901796
2977,695923812,504022016,191901796
5451,33925084,24020077,9905007
5452,59756785,284918314,-225161529
10884,6624203,6522885,101318
5453,24985055,95825237,-70840182
10885,28770834,28485425,285409
5015,14525883,27280440,-12754557
5016,14525883,27280440,-12754557
5017,14525883,27280440,-12754557
5018,14525883,27280440,-12754557
5019,14525883,27280440,-12754557
5020,14525883,27280440,-12754557
5021,14525883,27280440,-12754557
5454,225492249,190367767,35124482
2978,224768889,204856739,19912150
2979,71402848,65535710,5867138
5022,12467058,119457362,-106990304
2980,4327445,4274850,52595
2981,19015636,18724785,290851
2982,9347777,9204800,142977
2983,3628476,15721319,-12092843
2984,20262376,19967904,294472
2985,938168865,885903623,52265242
2986,271944063,253536097,18407966
2987,23343966,47413714,-24069748
2988,6782098,6702708,79390
2989,6507453,6058496,448957
2990,4711172,7763848,-3052676
2991,4711172,7763848,-3052676
5686,56050666,55204386,846280
5687,58697014,57810779,886235
5455,487127038,328026255,159100783
2992,48781344,44821544,3959800
2993,276239647,14224089,262015558
2994,310211523,282949678,27261845
2995,315751385,286892816,28858569
2996,338387648,10594027,327793621
2997,11761308,10787358,973950
2998,190046212,173554431,16491781
2999,10988833,10437238,551595
3000,42220890,41405979,814911
3001,14238203,14028015,210188
3002,23709452,23429273,280179
3003,14889832,190165619,-175275787
3004,14889832,190165619,-175275787
3005,160444501,157412099,3032402
3006,24902925,22382552,2520373
3007,114566424,113468653,1097771
3008,21017174,52736218,-31719044
3009,13773749,209332526,-195558777
3010,13773749,209332526,-195558777
3011,100936740,98428463,2508277
7266,10501131,10000973,500158
3012,8344655,38507266,-30162611
3013,11542941,11256100,286841
3014,11542941,11256100,286841
3015,52496783,51693820,802963
3016,7580770,7392389,188381
3017,7580770,7392389,188381
3018,111621640,109959656,1661984
3019,27042225,24317032,2725193
3020,30561885,29751743,810142
3021,18319529,17864290,455239
3022,18319529,17864290,455239
3023,12873873,12115417,758456
3024,13700667,13544337,156330
3025,13700667,13544337,156330
3026,5006591,4943046,63545
3027,14140924,13924633,216291
3028,35210094,32500361,2709733
3029,65850871,64729546,1121325
3030,11236145,5967256,5268889
3031,48218870,47481340,737530
3032,9078084,334852556,-325774472
3033,30172505,27762096,2410409
3034,80726496,75018153,5708343
5456,217029942,89182634,127847308
10886,5390144,5325683,64461
3035,33420827,32969779,451048
3036,34280149,33755818,524331
3037,24434364,23827171,607193
3038,24434364,23827171,607193
3039,5425285,5342304,82981
7267,8377769,18175207,-9797438
3040,93045684,91905588,1140096
10887,145001742,143497485,1504257
3041,160537263,152398157,8139106
10888,36140475,35654407,486068
10889,41015719,40481027,534692
10890,28412650,28090522,322128
3042,18948800,18658970,289830
3043,15846522,15452737,393785
3044,57032813,56160469,872344
3045,189426752,179546921,9879831
3046,111588303,109658747,1929556
3047,16597179,35966058,-19368879
5457,31999355,29584630,2414725
5472,0,43984375,-43984375
3048,13601865,13395577,206288
3049,73003908,72033301,970607
3050,52267671,51468213,799458
3051,1133046230,982614295,150431935
3052,25993905,331617628,-305623723
3053,61951642,61256202,695440
3054,628013353,46288597,581724756
3055,10478809,45402945,-34924136
8590,49763465,49185475,577990
3056,118725541,108444110,10281431
5473,0,9700648,-9700648
5474,0,8629436,-8629436
3057,518356562,470951690,47404872
5023,14446895,8394614,6052281
5024,14446895,8394614,6052281
5025,14446895,8394614,6052281
5026,14446895,8394614,6052281
3058,6072279,5975839,96440
3059,5391885,5309415,82470
3060,38866898,175562359,-136695461
13257,0,24681189,-24681189
13258,0,24681189,-24681189
13259,0,24681189,-24681189
13260,0,24681189,-24681189
13261,0,24681189,-24681189
13262,0,24681189,-24681189
13263,0,24681189,-24681189
13264,0,24681189,-24681189
13265,0,23088995,-23088995
13266,0,23088995,-23088995
13267,0,23088995,-23088995
13268,0,23088995,-23088995
13269,0,23088995,-23088995
13270,0,23088995,-23088995
13271,0,23088995,-23088995
13272,0,23088792,-23088792
13273,0,23088792,-23088792
13274,0,23088792,-23088792
13275,0,23088792,-23088792
13276,0,23088792,-23088792
13277,0,23088792,-23088792
13278,0,23088589,-23088589
13279,0,23088589,-23088589
13280,0,23088589,-23088589
13281,0,23088589,-23088589
13282,0,23088589,-23088589
13283,0,23701141,-23701141
13284,0,23701141,-23701141
13285,0,23701141,-23701141
13286,0,23701141,-23701141
13287,0,23088182,-23088182
13288,0,23088182,-23088182
13289,0,23088182,-23088182
13290,0,23087979,-23087979
13291,0,23087979,-23087979
13292,0,23087423,-23087423
13365,53045079,91448970,-38403891
13402,51137201,66283265,-15146064
4675,15131301,14806783,324518
4676,21327138,21099871,227267
3061,927322019,876478898,50843121
3062,60500623,98781710,-38281087
3063,166145856,157385475,8760381
3064,11551165,11412076,139089
3065,20843612,118938136,-98094524
3066,12722510,12527914,194596
3067,175680207,159544674,16135533
3068,335672293,306505831,29166462
3069,125673810,114924655,10749155
3070,31120653,30758474,362179
3071,553200304,6624486,546575818
10891,85767632,84810951,956681
10892,25176095,24924375,251720
3072,98205104,814079190,-715874086
5458,36509277,33852092,2657185
3073,10882690,10666126,216564
3074,10882690,10666126,216564
3075,131516039,120382601,11133438
10893,35062462,34701426,361036
3076,371909088,351739650,20169438
3077,35344740,46464760,-11120020
3078,13549307,13409791,139516
3079,458455456,433508668,24946788
3080,29570298,55177610,-25607312
3081,13721044,13447997,273047
3082,13721044,13447997,273047
3083,22024275,37185561,-15161286
3084,18398819,18209368,189451
3085,172298357,157638937,14659420
3086,36757503,36379013,378490
5459,77115674,74281904,2833770
10894,151287152,170710841,-19423689
3087,21428000,7011395,14416605
10895,39020551,38618759,401792
10896,10805277,10694017,111260
6368,125522431,119173904,6348527
3088,17634937,17453353,181584
3089,18637995,23040966,-4402971
3090,215695210,213474198,2221012
3091,10863033,10751178,111855
10897,145800327,192019261,-46218934
3092,6728199,6658921,69278
3093,24543525,52769081,-28225556
5460,16170243,13844941,2325302
3094,36237722,140390008,-104152286
7268,8791878,8682859,109019
10898,16353262,24785678,-8432416
6370,33009681,27636650,5373031
7269,11040239,10922253,117986
10899,16726959,16593610,133349
7270,10500033,492520373,-482020340
3095,13497822,13345311,152511
10900,78698887,76019347,2679540
10901,52983752,52438180,545572
10902,17609375,17428054,181321
3096,21090152,20872989,217163
3097,243829544,242293858,1535686
10903,32322683,32119110,203573
10904,24624449,24469361,155088
10905,69242599,65826711,3415888
10906,17036103,16928808,107295
3098,16633154,35266103,-18632949
7271,49118145,48581673,536472
10907,29298670,27666735,1631935
10908,39790564,37969749,1820815
3099,90602424,99766251,-9163827
3100,11402951,11331134,71817
3101,52107520,49205132,2902388
3102,9286689,9228201,58488
3103,6863795,13018047,-6154252
3104,93845233,100958596,-7113363
10909,23084211,31565923,-8481712
10910,23836822,15497110,8339712
3105,83265461,9246407,74019054
10911,22788044,22644522,143522
5688,18085331,29079985,-10994654
5689,25953735,25790275,163460
10912,115139705,68327112,46812593
10913,18469533,18353210,116323
10914,32103957,31901762,202195
10915,76994213,76509290,484923
10916,37098751,47195857,-10097106
10917,56779212,54664902,2114310
4677,22501624,38889994,-16388370
13377,74392125,281353099,-206960974
13403,31797610,61356509,-29558899
3106,32978573,31141668,1836905
8591,31262223,31065329,196894
3107,8945242,17012694,-8067452
10918,9112621,9055230,57391
10919,14291228,46182506,-31891278
10920,33939704,33725946,213758
10921,195288188,34491754,160796434
10922,109670616,108979891,690725
10923,51496740,51172405,324335
10924,34852279,34632774,219505
5461,30408287,199357188,-168948901
5462,30408287,199357188,-168948901
10925,60456123,128557403,-68101280
6371,10947253,132923259,-121976006
5989,12380308,12302336,77972
5463,12248373,31498004,-19249631
10926,39810926,39560191,250735
10927,42392491,42125496,266995
3108,9053646,8996626,57020
10928,13543898,18621562,-5077664
10929,14031269,71484351,-57453082
10930,7658314,20008592,-12350278
10931,11019497,10950095,69402
10937,382706175,361389442,21316733
10938,20827069,20695897,131172
10939,61268914,60883032,385882
10940,14061368,13972808,88560
10941,34469712,73484555,-39014843
10942,12636831,12557243,79588
10943,371440976,19508118,351932858
10944,39040838,38794952,245886
10945,61127004,57722231,3404773
5464,136687214,68728027,67959187
10946,22736029,22592834,143195
10947,53017714,113366215,-60348501
10948,11798600,136428261,-124629661
10949,8264350,38566742,-30302392
10950,16863100,16756894,106206
10951,27015788,43175322,-16159534
10952,18762383,18665663,96720
10953,62045355,182571454,-120526099
10954,39278335,39030955,247380
10955,23120740,28151551,-5030811
10956,13109119,173207614,-160098495
10957,28021417,30018220,-1996803
10958,141030412,140170213,860199
10959,1603463492,33159899,1570303593
10960,446921922,514427795,-67505873
10961,52472956,61106426,-8633470
10962,98631758,208687657,-110055899
10963,18654399,18484550,169849
10964,29049671,89252700,-60203029
10965,27222363,27050913,171450
5465,207041730,458903067,-251861337
10966,58354392,161407812,-103053420
10967,158750723,157782440,968283
10968,84186603,177446801,-93260198
10969,23311344,190379086,-167067742
8592,119414649,129364543,-9949894
10970,57477099,57115098,362001
10971,57634888,269625899,-211991011
10972,56566777,55972048,594729
10973,37155939,110487654,-73331715
10974,18732344,49223850,-30491506
3109,23575302,23426822,148480
10975,149663615,195941354,-46277739
10976,147484391,161718794,-14234403
10977,38215197,63053432,-24838235
10978,368810739,1231642094,-862831355
10979,56055297,334975748,-278920451
10980,61062051,60409071,652980
5990,49862364,234083536,-184221172
10981,220063435,258425725,-38362290
10982,67084873,91872175,-24787302
10983,41096430,38675851,2420579
10984,64792681,840228404,-775435723
7272,43516522,38467589,5048933
10985,75923330,71451445,4471885
10986,186318889,38230347,148088542
10987,12838123,244900765,-232062642
10988,207849047,216382280,-8533233
10989,80258900,79753416,505484
10990,58272871,57905858,367013
7273,32548381,53545464,-20997083
3201,20454528,20325704,128824
10991,56490998,56135208,355790
7274,14517065,407232134,-392715069
10992,20721055,741703866,-720982811
10993,17108818,33018950,-15910132
3202,77983137,76257602,1725535
6372,25173178,320004608,-294831430
13349,9423362,76738021,-67314659
13409,53393850,53341959,51891
13410,53393850,53341959,51891
3203,33927959,76463607,-42535648
10994,259197013,338635580,-79438567
10995,12429092,74816188,-62387096
3204,22897766,95765738,-72867972
5738,0,57903374,-57903374
10996,2571455814,2584344692,-12888878
10997,42062301,60095072,-18032771
3205,102506684,101808324,698360
10998,248047538,306417318,-58369780
10999,13416385,26114552,-12698167
11000,135675653,134848114,827539
11001,16466870,101858024,-85391154
3206,169578416,284197250,-114618834
11002,58040058,92475103,-34435045
11003,75262928,74788909,474019
11004,54884020,81167408,-26283388
11005,55105934,54758867,347067
11006,56023728,55670881,352847
3207,12940516,56668704,-43728188
11007,35991980,35765297,226683
11008,246384289,231872254,14512035
11009,1421205493,72898369,1348307124
3208,15923945,626815589,-610891644
11010,18371662,38599573,-20227911
3209,144372839,21254766,123118073
11011,46894190,46599176,295014
11012,79798114,79295531,502583
11013,57931251,23731240,34200011
11014,13648807,64390578,-50741771
3210,256210424,363327569,-107117145
3211,33445554,141312618,-107867064
11015,14093096,81760976,-67667880
11016,86253855,103831299,-17577444
8593,101572153,687615409,-586043256
8594,101572153,687615409,-586043256
3212,9081015,28105435,-19024420
11017,336675994,433463675,-96787681
11018,31437759,558843872,-527406113
11019,120356722,408852915,-288496193
5466,100410736,299989882,-199579146
11020,90797493,80051725,10745768
8595,147097509,141044802,6052707
11021,36399361,99749199,-63349838
11022,76263202,75623172,640030
3213,141867980,133965936,7902044
3214,158742148,142010727,16731421
7275,96827783,313317250,-216489467
3215,35904007,200554153,-164650146
5467,85559350,79414602,6144748
11023,85651899,162562287,-76910388
5739,0,131297502,-131297502
5991,129480071,304727733,-175247662
4678,34775138,73674516,-38899378
13414,9996070,129133713,-119137643
3216,104753161,1301632247,-1196879086
5992,401870308,399419141,2451167
5468,210291076,286221147,-75930071
11024,394426523,725184071,-330757548
3217,281855228,268957534,12897694
3218,443453142,388198529,55254613
3219,2025556695,1812063019,213493676
3220,42590205,105595007,-63004802
3221,91967088,536148765,-444181677
3222,69402574,61606450,7796124
3223,35846690,100911773,-65065083
11025,33023022,32815038,207984
3224,469714733,505557446,-35842713
8596,67403551,177903572,-110500021
3225,26553205,26385969,167236
3226,3059641259,2735615608,324025651
3227,59448287,526935050,-467486763
3228,72067157,318443636,-246376479
3229,63701698,89703045,-26001347
3230,414955761,391842726,23113035
3231,438880361,436203455,2676906
3232,438880361,436203455,2676906
3233,147034024,146137207,896817
3234,25416931,211576435,-186159504
3235,25416931,211576435,-186159504
3236,25416931,211576435,-186159504
3237,25416931,211576435,-186159504
3238,25416931,211576435,-186159504
3239,183412589,34890026,148522563
3240,882355767,389252720,493103047
3241,882355767,389252720,493103047
3242,131298606,142042032,-10743426
3243,131298606,142042032,-10743426
3244,26289639,26131036,158603
3245,167303566,106699249,60604317
3246,53272763,77614574,-24341811
3247,45938112,137213681,-91275569
3248,23242038,36751611,-13509573
3249,23242038,36751611,-13509573
3250,47277906,165153020,-117875114
3251,18700406,78702638,-60002232
3252,12761957,25844038,-13082081
3253,12761957,25844038,-13082081
3254,33591787,33305644,286143
3255,15234470,30204964,-14970494
3256,55205648,99379664,-44174016
3257,13520846,22922486,-9401640
3258,13087326,50924553,-37837227
3259,27078012,377628707,-350550695
3260,94143468,53937325,40206143
3261,19097524,87354068,-68256544
3262,229045800,358622440,-129576640
3263,18987280,134962765,-115975485
3264,13197774,46023282,-32825508
7276,25702862,83894509,-58191647
3265,30731608,128640238,-97908630
3266,12886641,642892599,-630005958
3267,12791698,12711135,80563
3268,12719648,370712601,-357992953
3269,64706095,64157066,549029
3270,21842297,164389408,-142547111
11026,59606598,62181584,-2574986
3271,17013694,16869334,144360
7277,10755848,42205930,-31450082
3272,10267592,455405368,-445137776
11027,13991425,331111561,-317120136
3273,650738621,686150083,-35411462
3274,24016781,23757110,259671
3275,46787765,98026543,-51238778
11028,26223069,26000568,222501
11029,53160271,65202215,-12041944
3276,80308373,79626959,681414
3277,18660762,46245251,-27584489
3278,24761638,128421895,-103660257
7278,26143403,109887405,-83744002
3279,369330774,408956394,-39625620
11030,2135688384,23282848,2112405536
3280,18035154,36616533,-18581379
11031,59368278,58864541,503737
7279,20050463,70029498,-49979035
11032,89601422,88672058,929364
7280,18330558,92124235,-73793677
3281,11446903,796364266,-784917363
11033,133439187,131497256,1941931
3282,11905765,11812109,93656
13293,27121992,169623562,-142501570
13415,23468465,147534992,-124066527
11034,16175747,16038497,137250
3283,34912402,34616172,296230
3284,21670091,218125177,-196455086
11035,62207303,60525952,1681351
3285,26365683,88236033,-61870350
3286,220344639,210261670,10082969
3287,221752322,220201388,1550934
3288,22549109,38292434,-15743325
3289,88878367,88124235,754132
3290,20218462,422167601,-401949139
7281,22844592,52782638,-29938046
3291,11388297,85231630,-73843333
3292,17004331,42085078,-25080747
3293,9939409,233342948,-223403539
3294,26200297,139874789,-113674492
3295,61643798,262227940,-200584142
