id,revenue,gas_fee_base_raw,profit
8114,443851025,71499135,372351890
7117,178429161,65926117,112503044
530,182782403,56152477,126629926
531,177703621,51945382,125758239
5559,23521592,122500657,-98979065
532,0,137023102,-137023102
533,0,137023102,-137023102
534,0,76019790,-76019790
535,116948366,73095422,43852944
5560,0,70411371,-70411371
9052,2122051273,1027760637,1094290636
7118,699958262,66965688,632992574
12011,233866549,332739217,-98872668
12012,4732166,90574877,-85842711
12013,71326514,75694200,-4367686
536,120178285,65786738,54391547
9053,666436767,240888901,425547866
537,0,59297850,-59297850
538,127098692,84638388,42460304
9054,143478657,48118035,95360622
6677,105111345,48632120,56479225
9055,713237692,586742286,126495406
11971,366336189,84723959,281612230
5849,9393262,58611872,-49218610
12724,14440651,44420839,-29980188
539,70558284,36713161,33845123
540,9649963,36383653,-26733690
541,71860301,40778273,31082028
11972,288956347,137216313,151740034
11973,252775845,125872771,126903074
9056,189843318,67795665,122047653
12961,1172418606,0,1172418606
12725,37067668,52825728,-15758060
12726,16077479,53695351,-37617872
271,0,53079080,-53079080
7119,201638482,87047585,114590897
7120,102037234,102104007,-66773
5303,598528955,113159599,485369356
6678,354831321,86926130,267905191
542,2712288507,83041932,2629246575
543,38202108,72301863,-34099755
2121,0,66348085,-66348085
544,133467937,75231810,58236127
545,181007401,72271921,108735480
12727,64855223,82241571,-17386348
8115,611053752,147195891,463857861
8116,611053752,147195891,463857861
8117,333692726,112535349,221157377
8118,389816723,205529616,184287107
12728,0,54608663,-54608663
6228,140545470,54461336,86084134
8119,103170577,68473868,34696709
8120,178225574,72996591,105228983
6229,0,48965057,-48965057
9057,0,84253435,-84253435
9058,309192022,118031952,191160070
6679,197863252,79665877,118197375
6795,86928533,76877871,10050662
546,135168610,91895234,43273376
6680,69678259,93832235,-24153976
9059,351989149,66783830,285205319
7203,237421537,71377683,166043854
547,304688963,76560701,228128262
548,87644835,95595251,-7950416
549,315661417,93527719,222133698
550,146562769,85542245,61020524
551,316415796,94073864,222341932
552,154608334,88345087,66263247
553,158353564,110368698,47984866
554,152257350,83493996,68763354
7204,335006691,92155944,242850747
12014,246637583,65405176,181232407
555,0,59873868,-59873868
556,170012506,106922919,63089587
557,94719311,63190876,31528435
9060,251681634,82860971,168820663
558,60812510,55558393,5254117
12783,207891765,55267214,152624551
6681,119320375,79788753,39531622
13062,523060179,0,523060179
4479,0,78369897,-78369897
4480,371614630,93719563,277895067
4481,371614630,93719563,277895067
4482,93458426,95860450,-2402024
4483,325441107,249942511,75498596
4484,105901073,65624759,40276314
4485,353038942,98739581,254299361
4488,0,54708178,-54708178
4489,20828506,60587544,-39759038
4490,0,49941457,-49941457
11873,680220115,62364488,617855627
7121,542296261,1184997615,-642701354
7122,442937947,232937640,210000307
7123,442937947,232937640,210000307
7124,260618381,110255788,150362593
7125,399539664,108206737,291332927
6682,116289110,47669734,68619376
559,91527812,49206654,42321158
7205,93367581,110152729,-16785148
560,126578190,79125769,47452421
561,128782390,46848638,81933752
562,170096527,39978030,130118497
7126,191213262,289875777,-98662515
6683,0,50789919,-50789919
6684,88516187,215086136,-126569949
7127,229550863,406844331,-177293468
563,27083800,52547887,-25464087
564,0,50943239,-50943239
565,94470203,95381860,-911657
566,113580243,90244452,23335791
6230,320478882,40285255,280193627
5561,50551548,47035682,3515866
567,94739060,36607519,58131541
568,0,68117064,-68117064
569,145344723,33394108,111950615
570,211225645,79978993,131246652
571,194693704,51644118,143049586
572,160896344,87447589,73448755
573,108937264,88622868,20314396
574,175768770,34749221,141019549
575,91849080,41007658,50841422
576,90929291,40955316,49973975
577,248970720,46072071,202898649
578,185389296,70409851,114979445
579,187700090,64933427,122766663
580,214132907,37220656,176912251
581,184273323,48519850,135753473
582,175607610,31750185,143857425
583,114406540,44069077,70337463
584,150187184,85444843,64742341
12015,189767441,42942018,146825423
585,371863342,46246324,325617018
586,244342287,41215829,203126458
587,1208588113,0,1208588113
588,768317514,52592298,715725216
6796,101781547,96120246,5661301
589,94504265,31815299,62688966
2353,0,67894057,-67894057
2354,0,67894057,-67894057
9061,1610452806,43548551,1566904255
7128,67856468,38588731,29267737
7702,172101870,65672492,106429378
590,241202854,138138162,103064692
591,531352312,59980075,471372237
592,157129646,157564737,-435091
593,128044772,70264034,57780738
594,331905262,62589491,269315771
595,132912428,68646536,64265892
596,478798477,116625024,362173453
597,294800500,57772788,237027712
598,244791282,72974385,171816897
5562,164079162,125009241,39069921
12016,74677287,43478239,31199048
12017,235677215,141510521,94166694
12018,496119871,72961150,423158721
12019,239965489,42425736,197539753
2355,0,161177135,-161177135
599,76756740,39394275,37362465
12020,79081284,36457669,42623615
6685,82619499,49952550,32666949
9062,284999799,51875004,233124795
600,204904205,55543848,149360357
601,304640492,99891549,204748943
2356,0,106477117,-106477117
2357,0,107545423,-107545423
2358,238410959,101306985,137103974
2359,238410959,101306985,137103974
9063,2835411776,95920389,2739491387
602,90775985,67943759,22832226
2360,0,102805670,-102805670
2361,0,102805670,-102805670
2362,0,98860403,-98860403
603,187181442,66635617,120545825
6019,0,59733281,-59733281
13044,4542384538,0,4542384538
2363,0,80408626,-80408626
604,178916630,51715651,127200979
605,185296470,55482837,129813633
606,432632686,79854346,352778340
7129,189813072,72043811,117769261
607,279554073,109782128,169771945
5850,0,103718945,-103718945
608,503973835,88643029,415330806
609,165741488,92591046,73150442
13045,2961480789,0,2961480789
12729,293437787,75044138,218393649
13046,1728681615,0,1728681615
13067,639964265,0,639964265
8122,3353805980,94745369,3259060611
8123,3353805980,94745369,3259060611
8124,0,89055051,-89055051
8125,277078467,76578898,200499569
5851,200178544,105557842,94620702
7130,0,86059274,-86059274
5852,0,111932380,-111932380
2364,0,151999315,-151999315
2365,0,147358398,-147358398
8126,132272742,76953040,55319702
610,806173797,85378215,720795582
7131,384893435,91712296,293181139
7206,151363927,138145195,13218732
5563,143034051,85989468,57044583
7132,105248112,224316068,-119067956
7133,105248112,224316068,-119067956
7134,11998031,235544937,-223546906
13068,1320462169,0,1320462169
13069,919589167,0,919589167
13070,686652993,0,686652993
12730,428989249,127039339,301949910
12731,131278259,126762495,4515764
12732,0,134559640,-134559640
12733,0,134559640,-134559640
12734,0,119536414,-119536414
611,320149701,126425424,193724277
9064,368723996,61220577,307503419
9065,308231461,211070291,97161170
13071,255577232,0,255577232
6686,303353731,81387732,221965999
6687,140628879,82907704,57721175
6688,26923452,81679315,-54755863
5853,0,71259760,-71259760
5854,138531299,71678309,66852990
612,100074931,46926320,53148611
613,99998075,54688744,45309331
614,89737821,48369189,41368632
615,206292240,64957973,141334267
616,237352531,40006029,197346502
7207,101941596,129978578,-28036982
7135,17043263,58311195,-41267932
7136,0,116236840,-116236840
7137,324962592,130441713,194520879
9066,559083524,54147358,504936166
6231,0,58645709,-58645709
617,3091812673,0,3091812673
618,2043266498,0,2043266498
619,0,47728081,-47728081
620,2658265118,0,2658265118
621,172116045,101727907,70388138
12784,151357681,43247346,108110335
622,356599128,97744269,258854859
7138,83294358,399873917,-316579559
7139,0,128305422,-128305422
12912,364368867,0,364368867
9067,324656915,118040054,206616861
9068,324656915,118040054,206616861
9069,1012945408,100446260,912499148
13049,642984464,0,642984464
8127,236638598,100732527,135906071
8128,236638598,100732527,135906071
8129,3668985,140704403,-137035418
623,697998107,0,697998107
2366,0,73796895,-73796895
624,1358626475,0,1358626475
625,112646863,66842978,45803885
8130,233726599,74346517,159380082
626,152610930,54403348,98207582
627,233198140,99052483,134145657
628,0,69440023,-69440023
8131,750179065,60291694,689887371
629,115828089,56669936,59158153
630,0,61397050,-61397050
6689,440636555,99759164,340877391
5564,124292665,93015104,31277561
631,386365763,77177772,309187991
13050,5560112287,0,5560112287
12735,0,65835659,-65835659
12736,0,85409658,-85409658
633,694725857,194921604,499804253
632,694725857,194921604,499804253
634,0,207586052,-207586052
8132,1478043964,0,1478043964
635,134763201,95426210,39336991
13051,3086436581,0,3086436581
12737,322690839,0,322690839
13052,3397331816,0,3397331816
13053,3374654515,0,3374654515
636,110605960,57476168,53129792
637,175135547,66478609,108656938
4750,590529937,0,590529937
8133,0,48197688,-48197688
5565,303003035,74511708,228491327
8134,887772358,61122246,826650112
13061,585085414,0,585085414
4491,193645973,36643562,157002411
4492,64386185,31056480,33329705
4493,228232517,45409217,182823300
4494,0,38653703,-38653703
4495,153474031,77378677,76095354
4496,116908035,61525896,55382139
4497,128101834,47798210,80303624
4498,128101834,47798210,80303624
4499,6746071,41459691,-34713620
13094,986981741,0,986981741
13095,2097192714,0,2097192714
13096,3725654394,0,3725654394
13097,5975411956,0,5975411956
13098,1430604197,0,1430604197
13099,2039869258,0,2039869258
13100,233852242,0,233852242
13101,2571641919,0,2571641919
13102,922208543,0,922208543
7140,196597216,49371785,147225431
13103,567139864,0,567139864
13104,414087621,0,414087621
5855,9456775087,0,9456775087
638,124734977,38255049,86479928
639,198330853,45499110,152831743
640,178724960,50011312,128713648
13105,198899961,0,198899961
641,3104292133,0,3104292133
642,123841897,43515906,80325991
643,96615456,48531900,48083556
13106,501534889,0,501534889
644,157106562,48456108,108650454
645,292975233,0,292975233
646,174097667,51793523,122304144
13107,647318670,0,647318670
13108,1975651337,0,1975651337
13109,290093937,0,290093937
5304,202693062,48282175,154410887
13110,765998397,0,765998397
647,231291982,85893794,145398188
11974,136993104,43743189,93249915
13072,677928148,0,677928148
6690,94455122,31891381,62563741
8135,484569343,42616148,441953195
13073,321001988,0,321001988
12021,77419606,35603171,41816435
648,128294572,44290829,84003743
13074,298343700,0,298343700
8136,625386850,62075747,563311103
6691,0,54553605,-54553605
13111,420699705,0,420699705
649,210080109,59250932,150829177
8137,664667956,35493987,629173969
9070,729273285,0,729273285
7141,209520774,52611726,156909048
5856,21939201,73746327,-51807126
650,0,54616630,-54616630
8138,656830949,0,656830949
13054,3051765376,0,3051765376
8139,946303651,0,946303651
12738,206173172,72156885,134016287
12807,282761072,0,282761072
651,123602020,63183540,60418480
653,133527040,164921254,-31394214
654,133527040,164921254,-31394214
652,133527040,164921254,-31394214
655,240846247,88237238,152609009
8140,329551907,0,329551907
656,132419828,49247557,83172271
6692,436985783,99225409,337760374
5857,200856463,80687832,120168631
657,165448455,51199520,114248935
6693,275348699,71738254,203610445
13115,517575729,0,517575729
2589,0,506689493,-506689493
2590,0,506689493,-506689493
2591,0,506689493,-506689493
658,207511754,146853655,60658099
8141,266834778,76816513,190018265
659,82432371,83059728,-627357
2592,0,156641570,-156641570
2593,0,156641570,-156641570
2594,0,156641570,-156641570
660,208315417,75456424,132858993
2596,0,3137516355,-3137516355
2595,0,3137516355,-3137516355
2599,0,2873904141,-2873904141
2597,0,2873904141,-2873904141
2598,0,2873904141,-2873904141
2600,0,2857097034,-2857097034
2601,0,2857097034,-2857097034
2602,0,249036597,-249036597
2603,0,249036597,-249036597
2604,0,337028936,-337028936
9071,2449870921,0,2449870921
9072,4275924151,0,4275924151
6694,0,57874628,-57874628
5858,548438808,0,548438808
2605,0,319316961,-319316961
6695,111665091,66674221,44990870
8142,182874302,0,182874302
13075,790455513,0,790455513
9073,1275209316,0,1275209316
661,358060145,96450775,261609370
5859,729033268,0,729033268
5860,945726531,0,945726531
662,414941250,118030332,296910918
663,703388361,231369721,472018640
9074,219756619,114358791,105397828
664,627981737,0,627981737
2606,0,97316267,-97316267
12022,154559531,101296185,53263346
9075,1651694196,171233478,1480460718
13076,1379907837,0,1379907837
6334,420777990,0,420777990
8143,1241724946,0,1241724946
5861,869423313,0,869423313
9076,1696602964,0,1696602964
5305,873253125,0,873253125
5862,724244287,0,724244287
5306,591666955,94547164,497119791
689,58825509,110793580,-51968071
8144,252584840,75279490,177305350
8145,252584840,75279490,177305350
8146,623936144,54240635,569695509
13047,3008810760,0,3008810760
272,114750460,0,114750460
690,0,113497608,-113497608
9077,380039231,146245458,233793773
5307,3220728599,0,3220728599
2607,0,80776595,-80776595
8147,146493138,48647771,97845367
691,270496980,0,270496980
8148,158018159,0,158018159
8149,243966054,109474776,134491278
8150,243966054,109474776,134491278
8151,89969028,96554023,-6584995
8152,2385815849,0,2385815849
8153,2375434761,0,2375434761
692,106199097,63340193,42858904
5308,420025163,98518906,321506257
5863,543298310,58819601,484478709
693,108319072,56124877,52194195
694,116604978,0,116604978
8154,3510255518,0,3510255518
695,536660699,0,536660699
696,357044934,0,357044934
5309,110190999,69278592,40912407
8155,253785286,25193198,228592088
8156,498168824,28577501,469591323
697,529763973,0,529763973
698,81558188,0,81558188
13116,423161947,0,423161947
5864,43092945,22249689,20843256
4500,19507790,43944459,-24436669
4501,152627393,88030837,64596556
4502,327648060,41230050,286418010
4503,0,55695376,-55695376
4504,217505628,72163787,145341841
4505,105874417,68678581,37195836
4506,0,93450464,-93450464
4507,187717067,70614838,117102229
4508,125951789,0,125951789
4509,627509190,0,627509190
4510,321197105,36259381,284937724
273,103143245,0,103143245
7715,77796960,0,77796960
9078,532197787,0,532197787
5310,261992289,0,261992289
13077,922731969,0,922731969
699,443553550,31143419,412410131
6696,167671081,25554635,142116446
700,335526290,0,335526290
5566,26015718,30989265,-4973547
7703,5615616020,0,5615616020
9079,747484783,0,747484783
9080,279996008,57223626,222772382
701,0,73805570,-73805570
7142,119746271,32144240,87602031
8157,223424758,136659853,86764905
7962,296529805,0,296529805
702,178411592,45872977,132538615
8158,0,49074172,-49074172
8159,93626489,49967861,43658628
8160,92427537,53953325,38474212
8161,7186945518,0,7186945518
5311,2550903004,0,2550903004
8162,257099231,0,257099231
8163,114669390,42202188,72467202
703,93370360,26187314,67183046
8164,1674931340,556757069,1118174271
8165,214428213,44790400,169637813
8166,214428213,44790400,169637813
8167,233159920,39717144,193442776
8168,178841882,31974843,146867039
5312,195034679,29464161,165570518
8169,348671540,178754255,169917285
8170,348671540,178754255,169917285
8171,320534174,114751497,205782677
704,40948634,34653276,6295358
5865,162528440,47631322,114897118
7143,628717844,0,628717844
7144,327856092,0,327856092
2802,0,421555601,-421555601
2803,0,421555601,-421555601
2804,0,421555601,-421555601
5313,262637832,0,262637832
705,455223100,0,455223100
4751,405848887,0,405848887
8172,121362592,38092703,83269889
5314,44810890,40764033,4046857
7145,1446470031,0,1446470031
5315,510723129,0,510723129
8173,248359489,0,248359489
8174,391461287,0,391461287
8175,216688169,122369834,94318335
8176,216688169,122369834,94318335
8177,171815880,107368055,64447825
8178,260638689,70539004,190099685
7146,322217466,0,322217466
8179,3497346049,0,3497346049
5866,224739531,62199911,162539620
9081,167128957,124361492,42767465
12023,217053606,0,217053606
706,367119685,0,367119685
6697,156091436,57490523,98600913
707,936171712,0,936171712
708,57390192,31198870,26191322
709,791593897,0,791593897
710,104454348,32129077,72325271
711,155735200,0,155735200
5316,135646310,0,135646310
8180,313842376,0,313842376
5567,131995512,110397475,21598037
5568,131995512,110397475,21598037
2805,0,70721903,-70721903
712,0,30218559,-30218559
713,128866199,0,128866199
8181,202815663,0,202815663
13117,507294636,0,507294636
9082,144849101,96773183,48075918
5317,190358056,22723675,167634381
5318,21511728,24182498,-2670770
7147,380488026,304506153,75981873
714,105252663,31592286,73660377
7148,140571763,30247206,110324557
8182,216229952,42393238,173836714
715,254373660,43091485,211282175
716,78649767,25734676,52915091
5319,33505307,27810441,5694866
717,3909301420,0,3909301420
12024,59754689,32872148,26882541
718,0,24309513,-24309513
719,0,24309513,-24309513
2806,0,34461729,-34461729
2807,0,34461729,-34461729
720,429645905,0,429645905
721,111262151,21007397,90254754
722,68569256,21011108,47558148
723,368818686,0,368818686
724,158528923,106352897,52176026
2808,0,37507265,-37507265
13043,10350835026,0,10350835026
725,0,29686661,-29686661
12025,243897100,66498772,177398328
2809,0,121135038,-121135038
5320,619331437,71189918,548141519
5321,3351940421,0,3351940421
2810,0,55275448,-55275448
726,73628642,28189474,45439168
727,352660172,0,352660172
8183,422100350,97364909,324735441
728,266751755,0,266751755
5322,385751269,0,385751269
274,634327644,0,634327644
275,518659413,0,518659413
2811,0,1099735483,-1099735483
729,3579922807,0,3579922807
6701,332672103,71265965,261406138
6702,332672103,71265965,261406138
6703,8099738,76449693,-68349955
730,605686769,0,605686769
2812,0,88973767,-88973767
5323,173301961,31156040,142145921
8184,120303206,0,120303206
7149,101563345,32310656,69252689
731,306485230,0,306485230
12739,270120357,0,270120357
732,219999777,0,219999777
5324,23612749,28303876,-4691127
733,346807711,0,346807711
734,254247060,52081884,202165176
6704,1467162421,0,1467162421
7150,54819940,37587380,17232560
735,0,34003697,-34003697
736,127334461,37895811,89438650
737,147338279,60851270,86487009
738,147338279,60851270,86487009
2813,0,89698418,-89698418
2814,0,89698418,-89698418
2815,0,89698418,-89698418
2816,0,89698418,-89698418
2817,0,89698418,-89698418
2818,0,89698418,-89698418
739,1096410456,0,1096410456
740,738397574,0,738397574
741,211446873,85795339,125651534
742,190311961,0,190311961
743,132435577,0,132435577
5325,3322425750,0,3322425750
9083,771988239,0,771988239
8185,146617287,59009243,87608044
744,969394617,0,969394617
745,159057873,0,159057873
746,443808676,54323124,389485552
9084,326685118,55741385,270943733
8186,167698562,0,167698562
747,363365970,0,363365970
748,191125906,0,191125906
749,394461661,0,394461661
750,165764131,110258207,55505924
751,202856710,0,202856710
752,227585712,0,227585712
753,66366855,61740629,4626226
754,936842103,0,936842103
13119,325225841,0,325225841
755,965135148,0,965135148
756,257021808,103241047,153780761
757,290086875,0,290086875
8187,572359637,194326077,378033560
4511,96108850,20195327,75913523
4512,95283597,26416436,68867161
4513,1238115451,0,1238115451
4514,0,30333795,-30333795
4515,154766074,0,154766074
4516,311172838,68857997,242314841
4517,212068617,0,212068617
4518,258231363,0,258231363
4519,174193130,29544333,144648797
758,360210164,0,360210164
3110,0,526531274,-526531274
6705,173692213,224256403,-50564190
9085,341600846,201931251,139669595
759,1563154583,0,1563154583
760,727975275,0,727975275
13057,3408699453,0,3408699453
13058,3411147564,0,3411147564
8188,638037249,153232286,484804963
8189,535262109,0,535262109
761,2635139635,665210999,1969928636
762,518602322,134949323,383652999
763,225862258,164649140,61213118
764,423539277,164027217,259512060
765,423539277,164027217,259512060
766,876754337,139190761,737563576
767,477184971,303486875,173698096
768,477184971,303486875,173698096
769,584485706,257686393,326799313
770,594381044,141017609,453363435
771,275786653,144275727,131510926
772,550113982,0,550113982
773,219607210,120493345,99113865
5326,772889660,0,772889660
774,458962234,0,458962234
9086,1400960361,0,1400960361
8190,1144272335,0,1144272335
775,632737394,0,632737394
776,1670612006,0,1670612006
3111,0,0,0
777,1465984678,142403977,1323580701
778,1465984678,142403977,1323580701
779,1385328311,0,1385328311
780,362982774,0,362982774
781,330854490,128623239,202231251
782,341457068,101739868,239717200
783,425030457,173305970,251724487
784,176115607,0,176115607
785,365082358,0,365082358
786,2019888519,0,2019888519
787,536060184,0,536060184
788,679078959,0,679078959
9087,820606255,0,820606255
9088,2189352554,0,2189352554
789,88555806,72776129,15779677
8191,1248259405,0,1248259405
790,138943491,113199069,25744422
791,190491051,0,190491051
792,320979177,0,320979177
793,598844280,93467239,505377041
6706,195837157,0,195837157
794,247750857,75956230,171794627
795,1283980183,0,1283980183
8192,1552531358,0,1552531358
796,302124769,0,302124769
797,157336616,0,157336616
798,803505662,0,803505662
799,1239349378,102125551,1137223827
800,139348570,60099101,79249469
801,777878429,0,777878429
802,261986588,84974187,177012401
803,559422931,0,559422931
804,1051075069,0,1051075069
3112,0,209447570,-209447570
805,221080044,0,221080044
806,311088981,0,311088981
6707,221262878,102749319,118513559
3113,0,225812488,-225812488
3114,0,225812488,-225812488
3115,0,225812488,-225812488
3116,0,225812488,-225812488
807,187461961,68744419,118717542
9089,1047712281,116934862,930777419
6708,174034198,0,174034198
808,424338574,0,424338574
809,409234340,0,409234340
810,991489347,0,991489347
811,84556477,57494945,27061532
812,3576396392,0,3576396392
813,252540335,0,252540335
814,223679549,82027928,141651621
815,128709419,0,128709419
8193,338735439,81894382,256841057
8194,130678259,43341982,87336277
9090,629099709,0,629099709
816,257776052,0,257776052
8195,404430255,67726357,336703898
8196,276006873,63559555,212447318
13114,10228564463,0,10228564463
3117,0,204826878,-204826878
3118,0,204826878,-204826878
9091,169706022,79688930,90017092
817,2408011890,0,2408011890
818,268178197,0,268178197
5867,455840744,0,455840744
819,160795854,0,160795854
8197,686375581,0,686375581
9092,832128973,0,832128973
820,258640740,58387289,200253451
821,175726276,81913347,93812929
6232,0,188390938,-188390938
822,477022079,342697272,134324807
9093,191967668,107258978,84708690
823,205006127,50411271,154594856
824,309580482,50897508,258682974
825,156785506,57767253,99018253
3119,0,4009171540,-4009171540
3120,0,5615443887,-5615443887
3121,0,5615443887,-5615443887
3122,0,3240676028,-3240676028
3123,0,3240676028,-3240676028
3124,0,2685957393,-2685957393
3125,0,4865856981,-4865856981
3126,0,4865856981,-4865856981
3127,0,4865856981,-4865856981
3128,0,4865856981,-4865856981
3129,0,4865856981,-4865856981
3130,0,4865856981,-4865856981
3131,0,4865856981,-4865856981
3132,0,3877838851,-3877838851
3133,0,3877838851,-3877838851
3134,0,3877838851,-3877838851
3135,0,3877838851,-3877838851
3136,0,3877838851,-3877838851
3137,0,5113696056,-5113696056
3138,0,5113696056,-5113696056
3139,0,5113696056,-5113696056
3140,0,5113696056,-5113696056
3143,0,2364723940,-2364723940
3144,0,2364723940,-2364723940
3145,0,2364723940,-2364723940
3146,0,2364723940,-2364723940
3141,0,2364723940,-2364723940
3142,0,2364723940,-2364723940
3152,35176921,2283238912,-2248061991
3153,35176921,2283238912,-2248061991
3154,35176921,2283238912,-2248061991
3147,35176921,2283238912,-2248061991
3148,35176921,2283238912,-2248061991
3149,35176921,2283238912,-2248061991
3150,35176921,2283238912,-2248061991
3151,35176921,2283238912,-2248061991
3160,11306631,3117332191,-3106025560
3155,11306631,3117332191,-3106025560
3156,11306631,3117332191,-3106025560
3157,11306631,3117332191,-3106025560
3158,11306631,3117332191,-3106025560
3159,11306631,3117332191,-3106025560
3161,15372584,1095358338,-1079985754
3162,15372584,1095358338,-1079985754
3163,15372584,1095358338,-1079985754
826,5503633794,283358781,5220275013
8198,364207761,226059872,138147889
827,260797897,179653430,81144467
828,405165638,158975056,246190582
829,479524266,159447641,320076625
830,606591587,72519174,534072413
831,1038498026,107239974,931258052
832,1810246988,0,1810246988
833,520802085,0,520802085
3164,22291746,0,22291746
3165,0,1311503194,-1311503194
9094,2169480098,0,2169480098
9095,280509488,0,280509488
3166,478028957,0,478028957
6335,225361363,0,225361363
834,170007546,49221065,120786481
8199,308892647,101704138,207188509
9096,431516418,0,431516418
3169,0,0,0
3167,0,0,0
3168,0,0,0
835,0,117865560,-117865560
9097,161341140,77179280,84161860
9098,318458472,0,318458472
8200,408869531,0,408869531
3170,798174091,95774420,702399671
3171,798174091,95774420,702399671
3172,798174091,95774420,702399671
3173,798174091,95774420,702399671
9099,1450765824,0,1450765824
836,0,32479532,-32479532
837,266611607,0,266611607
838,314266609,0,314266609
839,412632342,42783735,369848607
840,400139674,42997729,357141945
841,429983899,0,429983899
6709,96165753,66143028,30022725
6710,180418285,0,180418285
3174,0,323305787,-323305787
3175,63094205,552205571,-489111366
3176,63094205,552205571,-489111366
842,234599228,121256478,113342750
3177,0,185801717,-185801717
3178,0,185801717,-185801717
3179,0,185801717,-185801717
5569,544545721,0,544545721
843,9558029,76375932,-66817903
5868,1165273470,0,1165273470
3180,147815441,4301908458,-4154093017
844,141527495,97457760,44069735
9100,326703323,0,326703323
845,354137920,0,354137920
3181,21081084,247475,20833609
3182,21081084,247475,20833609
3183,21081084,247475,20833609
3184,286282772,246973,286035799
3185,0,247700,-247700
846,144976116,24551604,120424512
3186,4519005,103075153,-98556148
847,5421729,85528463,-80106734
848,170478968,0,170478968
849,557555533,0,557555533
9101,92136108,24724492,67411616
850,4291686860,0,4291686860
3187,0,391652962,-391652962
3188,0,391652962,-391652962
3189,0,391652962,-391652962
3190,0,686455136,-686455136
3191,0,686455136,-686455136
3192,0,686455136,-686455136
3193,702055088,0,702055088
851,3254913334,0,3254913334
13120,3785294765,0,3785294765
852,247880144,89386578,158493566
9102,134390337,51073165,83317172
6711,33877571,91063153,-57185582
9103,374722527,96910405,277812122
853,160161461,0,160161461
854,109189999,74582867,34607132
855,206540010,0,206540010
9104,419945395,0,419945395
856,90065950,0,90065950
3194,2636064823,0,2636064823
9105,167049453,45706505,121342948
9106,483644938,108339679,375305259
857,16105632983,0,16105632983
3195,0,206313590,-206313590
3196,0,206313590,-206313590
3197,0,206313590,-206313590
858,156603613,0,156603613
859,515524469,0,515524469
3198,0,65060939,-65060939
3199,0,65060939,-65060939
3200,0,45096142,-45096142
860,88921248,84372470,4548778
9107,336191170,215247745,120943425
861,193053412,0,193053412
862,0,29891559,-29891559
863,201483093,0,201483093
864,163629496,21422482,142207014
865,168112593,16866987,151245606
866,205648521,0,205648521
867,0,21426289,-21426289
868,7010564,23246678,-16236114
12913,2430037593,0,2430037593
869,525688686,0,525688686
9108,0,64998159,-64998159
9109,0,23035805,-23035805
13124,887256056,0,887256056
4520,562899995,0,562899995
4521,0,62333361,-62333361
4522,2316341656,0,2316341656
9110,173683537,0,173683537
9111,1307127197,0,1307127197
9112,139869428,0,139869428
870,3548223208,0,3548223208
3344,0,0,0
12026,188618468,0,188618468
5869,839207417,0,839207417
871,181340903,0,181340903
872,0,20227922,-20227922
873,473297922,0,473297922
8201,192144960,51937195,140207765
874,281920769,0,281920769
875,213396221,0,213396221
876,1104095768,0,1104095768
877,189341826,0,189341826
878,156387272,0,156387272
879,141351525,0,141351525
880,107169776,0,107169776
881,200535294,0,200535294
882,209830025,21225660,188604365
883,694157005,0,694157005
884,100814258,0,100814258
885,34009696,181731887,-147722191
886,189392677,0,189392677
887,494169812,0,494169812
888,712034049,0,712034049
889,105525547,0,105525547
8202,399471043,0,399471043
890,368991922,41660004,327331918
891,75384219,0,75384219
892,77810488,18832836,58977652
893,672655970,0,672655970
894,113227387,0,113227387
895,75164457,0,75164457
5870,508000271,0,508000271
896,278453732,0,278453732
897,315661058,0,315661058
898,244905513,24487437,220418076
899,1032825811,0,1032825811
900,373035228,0,373035228
901,182696632,0,182696632
902,185488114,0,185488114
5826,59767025,0,59767025
9113,103611260,0,103611260
903,64221907,0,64221907
904,48795334,19278003,29517331
9114,78801994,0,78801994
8203,60563244,0,60563244
905,84320284,17303996,67016288
906,98812946,0,98812946
8204,805284386,0,805284386
8205,954599990,0,954599990
907,592767424,0,592767424
908,109386203,0,109386203
909,266836667,0,266836667
910,184054370,0,184054370
11975,85461602,0,85461602
9115,125424700,17632901,107791799
911,164568189,17186413,147381776
912,94856626,0,94856626
913,77091982,0,77091982
914,113053038,0,113053038
915,287910998,0,287910998
9116,107490325,0,107490325
916,110601955,0,110601955
3345,0,140287077,-140287077
8206,2406858014,0,2406858014
917,265286737,0,265286737
918,119246519,0,119246519
8207,171129790,0,171129790
3346,0,38706600,-38706600
3347,0,38706600,-38706600
919,281509381,0,281509381
920,102732557,0,102732557
921,63364115,0,63364115
9117,97202220,19406177,77796043
922,173812184,0,173812184
9118,3256215596,22033504,3234182092
5871,355419455,0,355419455
923,65653797,0,65653797
924,60684748,0,60684748
925,98222769,0,98222769
926,2033418795,0,2033418795
13078,330693872,0,330693872
927,187458957,0,187458957
8208,480123466,0,480123466
8209,98862789,0,98862789
928,38743641,0,38743641
929,365027131,0,365027131
930,79237130,0,79237130
9119,89788040,0,89788040
3349,0,23687230,-23687230
3348,0,23687230,-23687230
931,248058779,0,248058779
932,246953381,0,246953381
933,141196086,0,141196086
9120,884320981,0,884320981
3350,0,56876441,-56876441
3351,0,56876441,-56876441
8210,109823797,0,109823797
934,1426287651,0,1426287651
9121,131762053,15896355,115865698
3352,0,514664057,-514664057
935,129470759,0,129470759
936,157346582,0,157346582
937,103616277,16395572,87220705
938,119607744,0,119607744
